#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6610	6600	6603	6593	HAF5	A00709:261:HT7NNDSX2:3:1609:16369:32628/1	148	158	148	158	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6599	6598	6592	6591	HAF3	A00709:261:HT7NNDSX2:3:1609:16369:32628/1	159	160	159	160	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6597	6588	6590	6581	HAF4	A00709:261:HT7NNDSX2:3:1609:16369:32628/1	161	170	161	170	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6587	6569	6580	6562	HAF3	A00709:261:HT7NNDSX2:3:1609:16369:32628/1	171	189	171	189	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6789	6780	6782	6773	HAF4	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	0	9	0	9	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	10	10	10	10	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6778	6769	6771	6762	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	11	20	11	20	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6768	6763	6761	6756	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	21	26	21	26	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6762	6759	6755	6752	HAF4	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	27	30	27	30	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6758	6749	6751	6742	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	31	40	31	40	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6748	6711	6741	6704	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	41	78	41	78	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6710	6701	6703	6694	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	79	88	79	88	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6700	6697	6693	6690	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	89	92	89	92	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6696	6687	6689	6680	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	93	102	93	102	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6686	6662	6679	6655	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	103	127	103	127	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6661	6652	6654	6645	HAF4	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	128	137	128	137	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6651	6651	6644	6644	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	138	138	138	138	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6650	6641	6643	6634	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	139	148	139	148	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6640	6611	6633	6604	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	149	178	149	178	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6610	6600	6603	6593	HAF5	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	179	189	179	189	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6599	6598	6592	6591	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	190	191	190	191	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6597	6588	6590	6581	HAF4	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	192	201	192	201	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6587	6575	6580	6568	HAF3	A00709:261:HT7NNDSX2:3:1608:14633:13369/1	202	214	202	214	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6667	6686	6660	6679	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	0	19	0	19	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6687	6696	6680	6689	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	20	29	20	29	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6697	6700	6690	6693	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	30	33	30	33	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6701	6710	6694	6703	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	34	43	34	43	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6711	6748	6704	6741	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	44	81	44	81	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6749	6758	6742	6751	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	82	91	82	91	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6759	6762	6752	6755	HAF4	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	92	95	92	95	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6763	6768	6756	6761	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	96	101	96	101	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6769	6778	6762	6771	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	102	111	102	111	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	112	112	112	112	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6780	6794	6773	6787	HAF4	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	113	127	113	127	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6795	6804	6788	6797	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	128	137	128	137	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6805	6819	6798	6812	HAF4	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	138	152	138	152	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6820	6851	6813	6844	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	153	184	153	184	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6852	6861	6845	6854	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	185	194	185	194	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6862	6868	6855	6861	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	195	201	195	201	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6869	6878	6862	6871	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	202	211	202	211	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6879	6884	6872	6877	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	212	217	212	217	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6885	6895	6878	6888	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	218	228	218	228	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6896	6896	6889	6889	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	229	229	229	229	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6897	6906	6890	6899	HAF5	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	230	239	230	239	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6907	6953	6900	6946	HAF3	A00709:261:HT7NNDSX2:3:1610:8467:32095/1	240	286	240	282	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6819	6805	6812	6798	HAF4	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	0	14	0	14	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6804	6795	6797	6788	HAF5	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	15	24	15	24	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6794	6780	6787	6773	HAF4	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	25	39	25	39	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	40	40	40	40	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6778	6769	6771	6762	HAF5	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	41	50	41	50	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6768	6763	6761	6756	HAF3	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	51	56	51	56	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6762	6759	6755	6752	HAF4	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	57	60	57	60	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6758	6749	6751	6742	HAF5	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	61	70	61	70	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6748	6711	6741	6704	HAF3	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	71	108	71	108	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6710	6701	6703	6694	HAF5	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	109	118	109	118	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6700	6697	6693	6690	HAF3	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	119	122	119	122	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6696	6687	6689	6680	HAF5	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	123	132	123	132	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6686	6669	6679	6662	HAF3	A00709:261:HT7NNDSX2:3:1610:32687:29262/1	133	150	133	150	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6677	6686	6670	6679	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	0	9	0	9	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6687	6696	6680	6689	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	10	19	10	19	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6697	6700	6690	6693	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	20	23	20	23	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6701	6710	6694	6703	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	24	33	24	33	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6711	6748	6704	6741	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	34	71	34	71	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6749	6758	6742	6751	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	72	81	72	81	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6759	6762	6752	6755	HAF4	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	82	85	82	85	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6763	6768	6756	6761	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	86	91	86	91	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6769	6778	6762	6771	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	92	101	92	101	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	102	102	102	102	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6780	6794	6773	6787	HAF4	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	103	117	103	117	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6795	6804	6788	6797	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	118	127	118	127	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6805	6819	6798	6812	HAF4	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	128	142	128	142	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6820	6831	6813	6824	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	143	154	143	154	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6833	6851	6826	6844	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	156	174	156	174	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6852	6861	6845	6854	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	175	184	175	184	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6862	6868	6855	6861	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	185	191	185	191	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6869	6878	6862	6871	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	192	201	192	201	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6879	6884	6872	6877	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	202	207	202	207	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6885	6895	6878	6888	HAF5	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	208	218	208	218	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6896	6902	6889	6895	HAF3	A00709:261:HT7NNDSX2:3:1608:10420:33630/1	219	225	219	225	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6902	6896	6895	6889	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	0	6	0	6	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6895	6885	6888	6878	HAF5	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	7	17	7	17	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6884	6879	6877	6872	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	18	23	18	23	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6878	6869	6871	6862	HAF5	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	24	33	24	33	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6868	6862	6861	6855	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	34	40	34	40	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6861	6852	6854	6845	HAF5	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	41	50	41	50	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6851	6820	6844	6813	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	51	82	51	82	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6819	6800	6812	6793	HAF4	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	83	102	83	102	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6799	6799	6792	6792	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	103	103	103	103	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6798	6780	6791	6773	HAF4	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	104	122	104	122	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	123	123	123	123	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6778	6769	6771	6762	HAF5	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	124	133	124	133	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6768	6763	6761	6756	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	134	139	134	139	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6762	6759	6755	6752	HAF4	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	140	143	140	143	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6758	6749	6751	6742	HAF5	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	144	153	144	153	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6748	6724	6741	6717	HAF3	A00709:261:HT7NNDSX2:3:1608:20980:18505/1	154	178	154	178	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	7002	6990	6995	6983	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	0	12	0	12	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6989	6980	6982	6973	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	13	22	13	22	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6979	6963	6972	6956	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	23	39	23	39	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6962	6929	6955	6922	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	40	73	40	73	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6928	6907	6921	6900	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	74	95	74	95	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6906	6897	6899	6890	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	96	105	96	105	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6896	6896	6889	6889	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	106	106	106	106	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6895	6885	6888	6878	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	107	117	107	117	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6884	6879	6877	6872	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	118	123	118	123	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6878	6869	6871	6862	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	124	133	124	133	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6868	6862	6861	6855	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	134	140	134	140	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6861	6852	6854	6845	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	141	150	141	150	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6851	6820	6844	6813	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	151	182	151	182	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6819	6805	6812	6798	HAF4	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	183	197	183	197	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6804	6795	6797	6788	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	198	207	198	207	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6794	6780	6787	6773	HAF4	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	208	222	208	222	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6779	6779	6772	6772	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	223	223	223	223	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6778	6769	6771	6762	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	224	233	224	233	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6768	6763	6761	6756	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	234	239	234	239	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6762	6759	6755	6752	HAF4	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	240	243	240	243	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6758	6749	6751	6742	HAF5	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	244	253	244	253	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6748	6741	6741	6734	HAF3	A00709:261:HT7NNDSX2:3:1609:6705:26788/1	254	261	254	261	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6758	6768	6751	6761	HAF3	A00709:261:HT7NNDSX2:3:1609:17689:22608/1	0	10	0	10	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	6769	6778	6762	6771	HAF5	A00709:261:HT7NNDSX2:3:1609:17689:22608/1	11	20	11	20	
